Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content
211,中州学刊•目录 | 2017年第1期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571027&idx=1&sn=7331c9a3af644babce517b1a14fe1213&chksm=84917b9db3e6f28b19f6db4a0b6b414296e40f9864027c410a59a70584468a93caf3aff0a7fb#rd,1,2017-2-10,0.0,1.0,1.0,0.0,,,,
212,中州学刊•目录 | 2016年第12期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571023&idx=1&sn=bba8799a5d22c04bf15e01a6693148e3&chksm=84917b81b3e6f2972da1956f58ff2a375fa998004274b151cc6748f298de80048e3228578033#rd,1,2017-1-10,0.0,1.0,1.0,0.0,,,,
213,中州学刊•发布| 《中州学刊》2017年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571018&idx=1&sn=acc28c67b80b5bedaa569cdcae16afbd&chksm=84917b84b3e6f2920d60e61bf1db62ab41e9b35633d93775d4f96d6ae1d24dc769dc7afa0ebb#rd,1,2016-12-23,0.0,1.0,1.0,0.0,,,,
214,中州学刊•目录 | 2016年第11期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571014&idx=1&sn=df0b22272b4571a9e72bc45928ae0ab2&chksm=84917b88b3e6f29ea4deb8f72d2419de49819c5468dd83e8440f0bf3d2451ef365925afb774a#rd,1,2016-12-6,0.0,1.0,1.0,0.0,,,,
215,中州学刊•目录 | 2016年第10期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571009&idx=1&sn=67576c161276d6b76c14abf60a131f5f&chksm=84917b8fb3e6f2998dcfd17c06bef56f90a6b7cd2755bbd2edf4f6b8d7519d6d3d8bf8e42d4b#rd,1,2016-10-26,0.0,1.0,1.0,0.0,,,,
216,中州学刊•目录 | 2016年第9期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571006&idx=1&sn=cdaa368b6ee50c0e74d93eeaff0e0efc&chksm=84917bf0b3e6f2e64a72af49998afa252044b9ce50d9803083a4a9e493a08d97a773bf6d4737#rd,1,2016-9-30,0.0,1.0,1.0,0.0,,,,
217,中州学刊•目录 | 2016年第8期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571003&idx=1&sn=83423c0b34c4be582a02cdb3401603ec&chksm=84917bf5b3e6f2e381e9fc7448f02cfb87d0d96d0817493d23a30347f60e31129b2af3557bfd#rd,1,2016-9-18,0.0,1.0,1.0,0.0,,,,
218,中州学刊•目录 | 2016年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570998&idx=1&sn=96709889717088981c937ae4b742c204&chksm=84917bf8b3e6f2ee3119ea0b9bb09425d7ad9c32bf00313bd5d13ea316db37429a87450a9c69#rd,1,2016-7-22,0.0,1.0,1.0,0.0,,,,
219,中州学刊 · 观点 | 赵素萍 · 认真学习贯彻习近平总书记在哲学社会科学工作座谈会上重要讲话精神,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570994&idx=1&sn=a626929bec484a1c5e75d11243a9f568&chksm=84917bfcb3e6f2ea253843b282df28246f40204e46b26e7c7f245fe81b45a240a865fc6aabe3#rd,1,2016-7-15,0.0,1.0,1.0,0.0,,,,
220,中州学刊•目录 | 2016年第6期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570989&idx=1&sn=a270bed0e5099b5dd0bd4c9fbe1d54a1&chksm=84917be3b3e6f2f58e84950c0558864bb20e9934b48debacdd4da922487ec7f9691d36abe3d9#rd,1,2016-7-12,0.0,1.0,1.0,0.0,,,,
221,中州学刊•导读︱2016年第5期“新闻与传播”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570986&idx=1&sn=1fb9594319e51615696899a6af53d487&chksm=84917be4b3e6f2f2a4b8b20f23c41a7507bbfd2263c08cea086323a4e168d3f893c4f50e73a9#rd,1,2016-6-16,0.0,1.0,1.0,0.0,,,,
222,中州学刊•导读︱2016年第5期“文艺研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570985&idx=1&sn=56066098d97e3bb5779507123dfba01e&chksm=84917be7b3e6f2f1b75c83d9d07233e4b665412fd437c4c93ff07afcf80a522a5f37e75749e4#rd,1,2016-6-14,0.0,1.0,1.0,0.0,,,,
223,中州学刊•导读︱2016年第5期“文学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570984&idx=1&sn=24a1640207b3dbdfd68dda0202c616d4&chksm=84917be6b3e6f2f06884d940c5e4ca063ded9de2a28dd8f2bd60b1860d3756ab4793ba8b836b#rd,1,2016-6-13,0.0,1.0,1.0,0.0,,,,
224,中州学刊•导读︱2016年第5期“历史研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570983&idx=1&sn=47d6c64b5c2d705ac4171f13d8795134&chksm=84917be9b3e6f2ff78f46731dade6378bc741643e7168dff4aadd63cc8c7413c3759fc86897e#rd,1,2016-6-12,0.0,1.0,1.0,0.0,,,,
225,中州学刊•导读︱2016年第5期“哲学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570982&idx=1&sn=df12b330a8734f769e47f9d5fb6d567c&chksm=84917be8b3e6f2feeab5f378ed415cfa58ebb609a5698539acd212fe765a090080839cb2a504#rd,1,2016-6-8,0.0,1.0,1.0,0.0,,,,
226,中州学刊•导读︱2016年第5期“伦理与道德”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570981&idx=1&sn=27e552e2b5511c09a00e64a42ae9f8b6&chksm=84917bebb3e6f2fd178f9d961d4c2f90545914a096ddd8617338346e05610dd2da8472419368#rd,1,2016-6-7,0.0,1.0,1.0,0.0,,,,
227,中州学刊•导读︱2016年第5期“生态文明建设”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570980&idx=1&sn=fe38cd799ffc4b98159d63251a34cb22&chksm=84917beab3e6f2fc8d37e3092fb1b47f94f93ddff23c47965bac20b6ebe8746efb38d696220b#rd,1,2016-6-6,0.0,1.0,1.0,0.0,,,,
228,中州学刊•导读︱2016年第5期“社会现象与社会问题研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570979&idx=1&sn=c24d8b47f6d0595382fe158274413f9e&chksm=84917bedb3e6f2fb70ad9578bc414145a2fd81d3738408e10b29358b6c4e0520f30f256243be#rd,1,2016-6-3,0.0,1.0,1.0,0.0,,,,
229,中州学刊•发布︱《中州学刊》征稿启事,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570978&idx=1&sn=5197e8de4137bcef5db07c233da3b926&chksm=84917becb3e6f2fa9af17b5e2d1d99516da45fd327f14946798b62633a176763fbbf1fc417c5#rd,1,2016-6-2,0.0,1.0,1.0,0.0,,,,
230,中州学刊•导读︱2016年第5期“法学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570975&idx=1&sn=84deb1db6cc6f2e4687604e2e1515cd6&chksm=84917bd1b3e6f2c792a49a78e6d32dfc586f003fb0110862bf8d5a760646e15ab9d3f3cb35df#rd,1,2016-6-1,0.0,1.0,1.0,0.0,,,,
231,中州学刊•导读︱2016年第5期“三农问题聚焦”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570974&idx=1&sn=9f8e4f09e956a17ade3267cc6c22bddd&chksm=84917bd0b3e6f2c691210c363eb27d2198addd9d96d8cfe4c564eb8f2a09505b227e62338e98#rd,1,2016-5-31,0.0,1.0,1.0,0.0,,,,
232,中州学刊•导读︱2016年第5期“经济理论与实践”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570973&idx=1&sn=5df8c10b8fda9f6c95882a8f5eff75c7&chksm=84917bd3b3e6f2c5a8dc733a138c4d744fb655db74c3230ea1b06c6f334bf21b64fbd2f24fed#rd,1,2016-5-27,0.0,1.0,1.0,0.0,,,,
233,中州学刊•导读︱2016年第5期“党建热点”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570972&idx=1&sn=d03fe155491d6f576693e49c17af9bb2&chksm=84917bd2b3e6f2c472958578ae788879bb148a9f3769a4cd915bd8a0624b9cd6e8ca31c0f31b#rd,1,2016-5-26,0.0,1.0,1.0,0.0,,,,
234,中州学刊•导读︱2016年第5期“当代政治”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570947&idx=1&sn=283fa56e79c76896092122e8248cea0f&chksm=84917bcdb3e6f2db895f79c97bd36fc2eeb94424d1ce6b8c9ae1efb70dfa000b52f6c909b6d6#rd,1,2016-5-24,0.0,1.0,1.0,0.0,,,,
235,中州学刊·目录 | 2016年第5期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570945&idx=1&sn=ec3e0dcdbe5743fa7d2970199b18ad54&chksm=84917bcfb3e6f2d9feed7587970d9148484211865b76f17920861a32c0af403e1a79d3d7b9f1#rd,1,2016-5-23,0.0,1.0,1.0,0.0,,,,
236,中州学刊•导读︱2016年第4期“新闻与传播”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570939&idx=1&sn=dd4b3584491cbd5c3b1d9e95a79ae85c&chksm=84917c35b3e6f52306ce7ea766974c21a27c19abf8d4a6decde3d55592053e57a282fbc3dd79#rd,1,2016-5-20,0.0,1.0,1.0,0.0,,,,
237,中州学刊•导读︱2016年第4期“文艺研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570938&idx=1&sn=1ba49d67ee10b7796c1741664e2c98bd&chksm=84917c34b3e6f5226de19ede713a7bd29819d8d4f7fc2b602d7ca2dc0307b1b68e309e1ed72f#rd,1,2016-5-19,0.0,1.0,1.0,0.0,,,,
238,中州学刊•导读︱2016年第4期“文学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570937&idx=1&sn=ca3941e53e443af6f5a4ca38dd9db9f0&chksm=84917c37b3e6f521faa077c9165fd5faf8510e78735416fbc890483f0524998b979462c09f25#rd,1,2016-5-18,0.0,1.0,1.0,0.0,,,,
239,中州学刊•导读︱2016年第4期“历史研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570936&idx=1&sn=861174aaa90e1ad1c884de624f9a17b2&chksm=84917c36b3e6f5203a2632b24a773fbedfc3d9dc3814eb7abfd1580fdf5601ecc20be5fb9fdc#rd,1,2016-5-16,0.0,1.0,1.0,0.0,,,,
240,中州学刊•导读︱2016年第4期“哲学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570935&idx=1&sn=ce81f1242128c34902001c3075b72d9e&chksm=84917c39b3e6f52f0b74685c7f8d3df4ca3e58c62313254f60fe233d7d102fbfbf51e424d5b1#rd,1,2016-5-13,0.0,1.0,1.0,0.0,,,,
241,中州学刊•导读︱2016年第4期“伦理与道德”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570934&idx=1&sn=f9e06681e003df361fdb93f98a5d5720&chksm=84917c38b3e6f52e1b11fafee645ebede73aa8721d84998609f28dd7fefa26ac487e48b48ee4#rd,1,2016-5-12,0.0,1.0,1.0,0.0,,,,
242,中州学刊•导读︱2016年第4期“文化研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570933&idx=1&sn=524d92ed0273810b278e5025babb9306&chksm=84917c3bb3e6f52d05f5f3f48ff7f53a63e82c22cf95983b2fb987efd3d4af65287d731cb375#rd,1,2016-5-11,0.0,1.0,1.0,0.0,,,,
243,中州学刊•导读︱2016年第4期“生态文明建设”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570932&idx=1&sn=95a4f4b92c9acd4c37d6857b4e9a3a3d&chksm=84917c3ab3e6f52ce907aed91207413cac9b504f83268075f7e42509fffe6e139c02269468bc#rd,1,2016-5-10,0.0,1.0,1.0,0.0,,,,
244,中州学刊•导读︱2016年第4期“社会现象与社会问题研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570931&idx=1&sn=237008dc6d793c97b24f1025a8dde5ab&chksm=84917c3db3e6f52be6e328ecb163f3aa176c1b1d9f99b9c47cd8cdf029fe88ddbd1bdfe1b360#rd,1,2016-5-9,0.0,1.0,1.0,0.0,,,,
245,中州学刊•导读︱2016年第4期“法学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570930&idx=1&sn=6fb75af511be0d5c88249a47157b63cc&chksm=84917c3cb3e6f52a30c094c83469575c0490bdc9fe5dc76ef6878aaecaee4785bb65b9a90d84#rd,1,2016-5-6,0.0,1.0,1.0,0.0,,,,
246,中州学刊•导读︱2016年第4期“三农问题聚焦”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570929&idx=1&sn=b2b7da623905d50da40c03f89d1ded8b&chksm=84917c3fb3e6f5290563e148658d3f2cae1d5f5e6565d2d4b54171a90066c2142e74e211315e#rd,1,2016-5-5,0.0,1.0,1.0,0.0,,,,
247,中州学刊•导读︱2016年第4期“经济理论与实践”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570928&idx=1&sn=d3cb5195846b7d484820ebc59e79ae09&chksm=84917c3eb3e6f5285063bc3968b6429199b8c46620832c959681fbd9282d15d61c283d49ac8b#rd,1,2016-5-3,0.0,1.0,1.0,0.0,,,,
248,中州学刊•导读︱2016年第4期“党建热点”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570927&idx=1&sn=0ac506798ed5698bc088810150cbcd4f&chksm=84917c21b3e6f537561806ef3699eb768eaa07e343c4eed1583b1fa3cbd9360a8b54a622ef3f#rd,1,2016-4-29,0.0,1.0,1.0,0.0,,,,
249,中州学刊•导读︱2016年第4期“当代政治”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570907&idx=1&sn=17e18850ff77fb5b6b4dd0397dab61b6&chksm=84917c15b3e6f5036315bfbb25e91ac542ab5d0c0f023c0859468b2bf705086c148ce4bb34d6#rd,1,2016-4-28,0.0,1.0,1.0,0.0,,,,
250,中州学刊·目录 | 2016年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570905&idx=1&sn=63b4e17e0d8f255bcb32d415f60b947c&chksm=84917c17b3e6f5014e900fa390bb51d6622866eb45039dd7f4af32698eb7d134eaed4cdda433#rd,1,2016-4-27,0.0,1.0,1.0,0.0,,,,
251,中州学刊·发布 | 《中州学刊》郑重声明,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570897&idx=1&sn=ee624418ec98ae6c5ca0f67a9e0f2143&chksm=84917c1fb3e6f5092cba55f874a174ee550bde0e751868b306d39479b28e9d73b59ebb3a525d#rd,1,2016-4-25,0.0,1.0,1.0,0.0,,,,
252,中州学刊•发布 |《中州学刊》2016年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570897&idx=2&sn=70c732ee60cdbeb89475adca6c0d6cbc&chksm=84917c1fb3e6f509767992b81516803c8bc2b7b9c23e7b11757288e4ed23dab714b5df5081ee#rd,2,2016-4-25,0.0,1.0,1.0,0.0,,,,
253,中州学刊•导读︱2016年第1期“文学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570895&idx=1&sn=79d64385dc82be00d30f0ab4cab2120c&chksm=84917c01b3e6f51734ef1208e4551a054abc61553fd10b298c6a476ba5b179695c9f1da8a5c4#rd,1,2016-4-22,0.0,1.0,1.0,0.0,,,,
254,中州学刊•导读︱2016年第1期“文艺研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570895&idx=2&sn=3c48ef56b23457ce1ee2ad9c87c04824&chksm=84917c01b3e6f517753bd9175e8def94ed8aaeebfdcf4f9e6d470ec72017c8762350563ccbc7#rd,2,2016-4-22,0.0,1.0,1.0,0.0,,,,
255,中州学刊•导读︱2016年第1期“新闻与传播”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570895&idx=3&sn=4a3b74ef53b373894d0172f98202f260&chksm=84917c01b3e6f517af5a5f0f6b611912277fd0b621e1f6dabe0b38856b686bd826de10f9a792#rd,3,2016-4-22,0.0,1.0,1.0,0.0,,,,
256,中州学刊•导读︱2016年第1期“伦理与道德”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570894&idx=1&sn=ea325b9aceaf5f30ce25dc2c34cfbe4b&chksm=84917c00b3e6f516a65875953db5c308f2d266d5fd86e900e8bafb9cd72383712676a09cead8#rd,1,2016-4-21,0.0,1.0,1.0,0.0,,,,
257,中州学刊•导读︱2016年第1期“哲学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570894&idx=2&sn=5072c0bda97b5db6e9b8dea510d87c26&chksm=84917c00b3e6f516d563e827ff34d2b36e4f2288283ff2daa8d4ae0d1b7e13c1bbebd1a92ab9#rd,2,2016-4-21,0.0,1.0,1.0,0.0,,,,
258,中州学刊•导读︱2016年第1期“历史研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570894&idx=3&sn=81aee414e099d4fd926a3aaf881a2e8f&chksm=84917c00b3e6f5164fa637ef4299ab22d78449d50c6f1bb6cea997e73346a53b780ea9e8ff55#rd,3,2016-4-21,0.0,1.0,1.0,0.0,,,,
259,中州学刊•导读︱2016年第1期“法学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570893&idx=1&sn=3066ac665de786d075fc3f2f7f2fe807&chksm=84917c03b3e6f515208c93642b64afaacc8006cfc7ca1e05ffebaa03b0a57b435d44d382c856#rd,1,2016-4-20,0.0,1.0,1.0,0.0,,,,
260,中州学刊•导读︱2016年第1期“社会现象与社会问题研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570893&idx=2&sn=1e60422f5ff09c3d57dc90ad161de5f9&chksm=84917c03b3e6f5154c5c163a7702c43d32accb4c27bab297206463e019121be973d59ebde329#rd,2,2016-4-20,0.0,1.0,1.0,0.0,,,,
261,中州学刊•导读︱2016年第1期“生态文明建设”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570893&idx=3&sn=1f1921cc33d5d66cb4b5c1a0b716a9b3&chksm=84917c03b3e6f515e73ad104b17901b9effc2c203050b043e13be5bb60774fd068853e0b2d91#rd,3,2016-4-20,0.0,1.0,1.0,0.0,,,,
262,中州学刊•导读︱2016年第1期“当代政治”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570892&idx=1&sn=9d8b0378e67e788c7a9926123255fbd5&chksm=84917c02b3e6f514fa62be3b0c33ed7e72a0d58d88107d33f954ca2df527cf6534087a7a4d42#rd,1,2016-4-19,0.0,1.0,1.0,0.0,,,,
263,中州学刊•导读︱2016年第1期“党建热点”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570892&idx=2&sn=4c61347b23826b7b6785b9075bf03e34&chksm=84917c02b3e6f5149c2e473032ff26c5c99be2dd5ad2e987d44ca755f11554ffaa3c2be18430#rd,2,2016-4-19,0.0,1.0,1.0,0.0,,,,
264,中州学刊•导读︱2016年第1期“经济理论与实践”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570892&idx=3&sn=1f776e68d889eddf35544f758bd52758&chksm=84917c02b3e6f5144943d2f2d01e228f4d7f6c2d0e1ec162958f96adad53b466ba28291d7221#rd,3,2016-4-19,0.0,1.0,1.0,0.0,,,,
265,中州学刊•导读︱2016年第1期“三农问题聚焦”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570892&idx=4&sn=8c398224c1f3e472fd2bbce5ea2cf5cc&chksm=84917c02b3e6f514317a8c11ca9aaa94f4bd795efc9c82ca78ae7a14071165bce3a50181838e#rd,4,2016-4-19,0.0,1.0,1.0,0.0,,,,
266,中州学刊·导读 | 2016年第2期“文学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570891&idx=1&sn=dc50c49e6b12cbd87afb5c306391288b&chksm=84917c05b3e6f513f44bd74b96e0b61e37e0acb083319e479bf707be9f01a051e7ca1efaca7e#rd,1,2016-4-18,0.0,1.0,1.0,0.0,,,,
267,中州学刊·导读 | 2016年第2期“文艺研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570891&idx=2&sn=254861cb83c56ad0e99b42a8579d988d&chksm=84917c05b3e6f51303597871e531601c7ccf007b5742ad1a1b1b1e93798b87997f6c1621faf6#rd,2,2016-4-18,0.0,1.0,1.0,0.0,,,,
268,中州学刊·导读 | 2016年第2期“新闻与传播”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570891&idx=3&sn=7c3785e04a551da1a0247ffbac6345a2&chksm=84917c05b3e6f513d9ec2a5acf4940d49044b7025b8063eaf3a767ba406c04577e3d1b47bc7c#rd,3,2016-4-18,0.0,1.0,1.0,0.0,,,,
269,中州学刊·导读 | 2016年第2期“伦理与道德”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570890&idx=1&sn=2bacd7743b84c4dfdae0be8054026975&chksm=84917c04b3e6f512920b3e8989d2ebfc56c58a60d92984c358cccaf81370794a61306c5a60e8#rd,1,2016-4-15,0.0,1.0,1.0,0.0,,,,
270,中州学刊·导读 | 2016年第2期“哲学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570890&idx=2&sn=254336e2d27b623107de75c324bf2bed&chksm=84917c04b3e6f5122fe132d5b008c882e8f88f9a5d4be761b18690ec59cc341110aced582896#rd,2,2016-4-15,0.0,1.0,1.0,0.0,,,,
271,中州学刊·导读 | 2016年第2期“历史研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655570890&idx=3&sn=d1eebe682263e99f7b692abfb0fb65d3&chksm=84917c04b3e6f512670590f3d2e94bc3c6dac5a4c969ad2079c491b3b8cccb563af460406a5d#rd,3,2016-4-15,0.0,1.0,1.0,0.0,,,,
272,中州学刊·导读 | 2016年第2期“法学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=408087241&idx=1&sn=77135c3c55d3c97c33aeb4195ecf5cd1&chksm=028b5d0735fcd411862f968e77b4f8ec5d70a80c465486f02a0a60818fb8b936cf738a50f217#rd,1,2016-4-14,0.0,1.0,1.0,0.0,,,,
273,中州学刊·导读 | 2016年第2期“社会现象与社会问题研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=408087241&idx=2&sn=8f9ace624511fa157741fc8dbe660b14&chksm=028b5d0735fcd411652e6424eb8f92193132c1daae3fe3eba2f3cc341cb26b6d8994aee75cd1#rd,2,2016-4-14,0.0,1.0,1.0,0.0,,,,
274,中州学刊·导读 | 2016年第2期“生态文明建设”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=408087241&idx=3&sn=97ce3d8129cf6c219aeeed7fffa1a946&chksm=028b5d0735fcd411e7c70ac386aeaa3b52f1d67dd4cc0893d00ddfd9b358377b317583903e31#rd,3,2016-4-14,0.0,1.0,1.0,0.0,,,,
275,中州学刊·导读 | 2016年第2期“文化研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=408087241&idx=4&sn=66f8777cb1b2044bb772d3efb8e34d05&chksm=028b5d0735fcd41125f518cc74273c3d1bc28eb3506c3c1eec46e718bd379e1294c26a48636a#rd,4,2016-4-14,0.0,1.0,1.0,0.0,,,,
276,中州学刊·导读 | 2016年第2期“当代政治”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407232749&idx=1&sn=4258ed86b8620bc5068138fc77c79038&chksm=029c572335ebde359ab0705b16791c7b89cd41c177d99ed8ed6af42c5392239cff8c3233041e#rd,1,2016-4-13,0.0,1.0,1.0,0.0,,,,
277,中州学刊·导读 | 2016年第2期“党建热点”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407232749&idx=2&sn=6d50b401858074065c8fed4133d04445&chksm=029c572335ebde3576efda0f7c62b1c3597fac52ae2a734a54d73a41e502299f95f3cce8a819#rd,2,2016-4-13,0.0,1.0,1.0,0.0,,,,
278,中州学刊·导读 | 2016年第2期“经济理论与实践”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407232749&idx=3&sn=916ae5360b483122d8953b5eede06c05&chksm=029c572335ebde3599bc2c9b717b2a768094c597ab9df1089ca1ba3e80e461ceb43c24a097ea#rd,3,2016-4-13,0.0,1.0,1.0,0.0,,,,
279,中州学刊·导读 | 2016年第2期“三农问题聚焦”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407232749&idx=4&sn=ee41fa662b7979f63b029a095ad2710b&chksm=029c572335ebde35f49249c76e9a6a98315ec6ffbb4fc721d5702c8e4272d932888af0b6cf69#rd,4,2016-4-13,0.0,1.0,1.0,0.0,,,,
280,中州学刊•导读︱2016年第3期“新闻与传播”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407200028&idx=1&sn=c1da9d3693e731dbd3a51ca9c5ae27d4&chksm=029cd6d235eb5fc4f85f487f87025b97444e40a104b4af43276cce2e7a6889ff8d6e22622675#rd,1,2016-4-12,0.0,1.0,1.0,0.0,,,,
281,中州学刊·发布 | 《中州学刊》郑重声明,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407200028&idx=2&sn=afd935bfa9f7c30bad4471533b20e71a&chksm=029cd6d235eb5fc4cd085c52fabae264e6ec1a36845b372786864776eb142c0bfc6815d61511#rd,2,2016-4-12,0.0,1.0,1.0,0.0,,,,
282,中州学刊•导读︱2016年第3期“文学研究”栏目,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=407167115&idx=1&sn=74043d130066b057301759a465417b87&chksm=029d574535eade5309f01161810464bce32df588d652587d3c23ee77032c7c269584e6bd2744#rd,1,2016-4-11,0.0,1.0,1.0,0.0,,,,
